Another,another,another,13899,DET,det,True
round,round,round,274842,NOUN,ROOT,False
of,of,of,211535,ADP,prep,True
Jade,Jade,jade,160051,PROPN,compound,False
Visuals,Visuals,visuals,360491,PROPN,pobj,False
of,of,of,211535,ADP,prep,True
Comment,comment,comment,63980,NOUN,ROOT,False
below,below,below,31285,ADP,prep,True
favorite,favorite,favorite,110510,ADJ,amod,False
lyrics,lyric,lyric,173372,NOUN,pobj,False
from,from,from,119298,ADP,prep,True
Jade,Jade,jade,160051,PROPN,pobj,False
JADE_LayZhang,JADE_LayZhang,delayage,79923,PROPN,compound,False
CLICK,CLICK,click,59892,NOUN,ROOT,False
TO,to,to,324862,ADP,prep,True
LISTEN,LISTEN,listen,173504,PROPN,pobj,False
