If,if,if,146980,SCONJ,mark,True
were,be,be,29345,AUX,advcl,True
a,a,a,0,DET,det,True
child,child,child,54285,NOUN,attr,False
a,a,a,0,DET,det,True
parent,parent,parent,226369,NOUN,appos,False
a,a,a,0,DET,det,True
friend,friend,friend,118947,NOUN,appos,False
or,or,or,213904,CCONJ,cc,True
a,a,a,0,DET,det,True
coworker,coworker,coworker,71635,NOUN,conj,False
would,would,would,367745,VERB,aux,True
beg,beg,beg,30566,VERB,ROOT,False
to,to,to,324862,PART,aux,True
seek,seek,seek,283114,VERB,xcomp,False
treatment,treatment,treatment,328735,NOUN,dobj,False
But,but,but,43550,CCONJ,cc,True
's,be,be,29345,AUX,ROOT,True
the,the,the,320691,DET,det,True
President,President,president,249451,PROPN,attr,False
By,by,by,33133,ADP,ROOT,True
