hope,hope,hope,143674,VERB,ROOT,False
Japanese,japanese,japanese,160366,ADJ,amod,False
politicians,politician,politician,242546,NOUN,nsubj,False
will,will,will,365768,VERB,aux,True
be,be,be,29345,AUX,ccomp,True
prepared,prepared,prepared,248753,ADJ,acomp,False
to,to,to,324862,PART,aux,True
make,make,make,178090,VERB,xcomp,True
the,the,the,320691,DET,det,True
right,right,right,272806,ADJ,amod,False
choice,choice,choice,55305,NOUN,dobj,False
pray,pray,pray,245225,VERB,ROOT,False
that,that,that,320639,SCONJ,mark,True
Japan,Japan,japan,160364,PROPN,nsubj,False
will,will,will,365768,VERB,aux,True
never,never,never,199350,ADV,neg,True
turn,turn,turn,332792,VERB,ccomp,False
