real,real,real,261710,ADJ,amod,False
ones,one,one,212715,NOUN,nsubj,False
will,will,will,365768,VERB,aux,True
always,always,always,9710,ADV,advmod,True
be,be,be,29345,AUX,ROOT,True
there,there,there,321216,ADV,advmod,True
for,for,for,116301,ADP,prep,True
real,real,real,261710,ADJ,amod,False
ones,one,one,212715,NOUN,nsubj,False
will,will,will,365768,VERB,aux,True
always,always,always,9710,ADV,advmod,True
be,be,be,29345,AUX,ROOT,True
there,there,there,321216,ADV,advmod,True
for,for,for,116301,ADP,prep,True
