is,be,be,29345,AUX,ROOT,True
of,of,of,211535,ADP,prep,True
the,the,the,320691,DET,det,True
best,good,good,127869,ADJ,amod,False
pieces,piece,piece,236161,NOUN,pobj,False
of,of,of,211535,ADP,prep,True
film,film,film,112722,NOUN,pobj,False
have,have,have,134390,AUX,aux,True
watched,watch,watch,363049,VERB,relcl,False
in,in,in,149313,ADP,prep,True
the,the,the,320691,DET,det,True
past,past,past,227394,ADJ,amod,False
few,few,few,111900,ADJ,amod,True
years,year,year,146706,NOUN,pobj,False
absolutely,absolutely,absolutely,985,ADV,advmod,False
astounding,astounding,astounding,22156,ADJ,amod,False
is,be,be,29345,AUX,ROOT,True
of,of,of,211535,ADP,prep,True
the,the,the,320691,DET,det,True
best,good,good,127869,ADJ,amod,False
pieces,piece,piece,236161,NOUN,pobj,False
of,of,of,211535,ADP,prep,True
film,film,film,112722,NOUN,pobj,False
have,have,have,134390,AUX,aux,True
watched,watch,watch,363049,VERB,relcl,False
in,in,in,149313,ADP,prep,True
the,the,the,320691,DET,det,True
past,past,past,227394,ADJ,amod,False
few,few,few,111900,ADJ,amod,True
years,year,year,146706,NOUN,pobj,False
absolutely,absolutely,absolutely,985,ADV,advmod,False
astounding,astounding,astounding,22156,ADJ,amod,False
