Please,please,please,239622,INTJ,intj,True
do,do,do,90528,AUX,aux,True
nt,not,not,208798,PART,neg,False
turn,turn,turn,332792,VERB,ROOT,False
this,this,this,322217,DET,dobj,True
into,into,into,156343,ADP,prep,True
a,a,a,0,DET,det,True
glorified,glorify,glorify,126614,VERB,pobj,False
s,s,s,275971,VERB,ROOT,False
so,so,so,295959,ADV,advmod,True
strong,strong,strong,306510,ADJ,amod,False
narrative,narrative,narrative,197045,NOUN,attr,False
No,no,no,200529,DET,det,True
CHILD,child,child,54285,NOUN,nsubj,False
should,should,should,288990,VERB,aux,True
be,be,be,29345,AUX,ROOT,True
at,at,at,22372,ADP,prep,True
a,a,a,0,DET,det,True
protest,protest,protest,253491,NOUN,pobj,False
about,about,about,756,ADP,prep,True
own,own,own,222072,ADJ,amod,True
life,life,life,171890,NOUN,pobj,False
This,this,this,322217,DET,ROOT,True
