Yes,yes,yes,146918,INTJ,intj,False
will,will,will,365768,VERB,aux,True
beat,beat,beat,29590,VERB,ROOT,False
this,this,this,322217,DET,dobj,True
Best,good,good,127869,ADJ,amod,False
President,President,president,249451,PROPN,ROOT,False
ever,ever,ever,106143,ADV,advmod,True
Now,now,now,209199,ADV,advmod,True
to,to,to,324862,PART,aux,True
get,get,get,124419,AUX,ROOT,True
LWNJs,LWNJs,lawns,169386,PROPN,compound,False
Democrats,democrat,democrat,80716,NOUN,dobj,False
out,out,out,216108,SCONJ,prep,True
of,of,of,211535,ADP,prep,True
way,way,way,361946,NOUN,pobj,False
