miss,miss,miss,189987,PROPN,nsubj,False
waiting,wait,wait,362072,VERB,ROOT,False
for,for,for,116301,ADP,mark,True
dad,dad,dad,76084,NOUN,nsubj,False
to,to,to,324862,PART,aux,True
arrive,arrive,arrive,20276,VERB,advcl,False
and,and,and,12285,CCONJ,cc,True
then,then,then,320906,ADV,advmod,True
just,just,just,162503,ADV,advmod,True
eating,eat,eat,94953,VERB,conj,False
a,a,a,0,DET,det,True
hamburger,hamburger,hamburger,132942,NOUN,dobj,False
like,like,like,172172,INTJ,mark,False
yes,yes,yes,146918,INTJ,intj,False
are,be,be,29345,AUX,advcl,True
the,the,the,320691,DET,det,True
ones,one,one,212715,NOUN,attr,False
about,about,about,756,ADP,prep,True
the,the,the,320691,DET,det,True
crash,crash,crash,72203,NOUN,pobj,False
now,now,now,209199,ADV,advmod,True
pls,pls,pals,224182,INTJ,conj,False
