Please,please,please,239622,INTJ,intj,True
wake,wake,wake,362124,VERB,ROOT,False
up,up,up,354457,ADP,prt,True
to,to,to,324862,ADP,prep,True
the,the,the,320691,DET,det,True
reality,reality,reality,261745,NOUN,pobj,False
and,and,and,12285,CCONJ,cc,True
seriousness,seriousness,seriousness,286136,NOUN,conj,False
of,of,of,211535,ADP,prep,True
the,the,the,320691,DET,det,True
situation,situation,situation,292666,NOUN,pobj,False
and,and,and,12285,CCONJ,cc,True
take,take,take,315491,VERB,conj,True
responsibility,responsibility,responsibility,269789,NOUN,dobj,False
The,the,the,320691,DET,det,True
nation,nation,nation,197258,NOUN,nsubj,False
needs,need,need,197910,VERB,ROOT,False
support,support,support,313022,NOUN,dobj,False
and,and,and,12285,CCONJ,cc,True
hone,hone,hone,143324,NOUN,conj,False
