When,when,when,364637,ADV,advmod,True
stop,stop,stop,305323,VERB,ROOT,False
searching,search,search,282535,VERB,xcomp,False
for,for,for,116301,ADP,prep,True
reasons,reason,reason,262021,NOUN,pobj,False
not,not,not,208798,PART,neg,True
to,to,to,324862,PART,aux,True
believe,believe,believe,31085,VERB,relcl,False
in,in,in,149313,ADP,prep,True
God,God,god,127304,PROPN,pobj,False
but,but,but,43550,CCONJ,cc,True
start,start,start,302958,VERB,ROOT,False
searching,search,search,282535,VERB,xcomp,False
for,for,for,116301,ADP,prep,True
reasons,reason,reason,262021,NOUN,pobj,False
to,to,to,324862,PART,aux,True
believe,believe,believe,31085,VERB,relcl,False
in,in,in,149313,ADP,prep,True
yo,yo,yo,157406,PROPN,npadvmod,False
