The,the,the,320691,DET,det,True,0
Pub,Pub,pub,255882,PROPN,compound,False,0
Quiz,Quiz,quiz,259070,PROPN,nsubj,False,1
starts,start,start,302958,VERB,ROOT,False,0
in,in,in,149313,ADP,prep,True,1
minutes,minute,minute,188058,NOUN,pobj,False,1
on,on,on,212644,ADP,prep,True,0
Southport,Southport,outport,217117,PROPN,pobj,False,1
're,be,be,29345,AUX,ROOT,True,0
there,there,there,321216,ADV,advmod,True,0
until,until,until,353020,ADP,mark,True,0
so,so,so,295959,ADV,advmod,True,0
come,come,come,63721,VERB,advcl,False,0
on,on,on,212644,ADP,prt,True,0
down,down,down,92197,ADV,advmod,True,0
anytime,anytime,anytime,13374,ADV,advmod,False,0
and,and,and,12285,CCONJ,cc,True,0
still,still,still,304511,ADV,advmod,True,0
have,have,have,134390,AUX,conj,True,0
a,a,a,0,DET,det,True,1
chance,chance,chance,52384,NOUN,dobj,False,1
to,to,to,324862,PART,aux,True,0
win,win,win,365877,VERB,acl,False,1
