James,James,james,160268,PROPN,compound,False,1
Bonds,Bonds,bonds,37822,PROPN,compound,False,0
Famous,Famous,famous,109635,PROPN,compound,False,1
Aston,Aston,astond,22133,PROPN,compound,False,1
DB5,DB5,db,77389,PROPN,ROOT,False,0
to,to,to,324862,PART,aux,True,1
be,be,be,29345,AUX,auxpass,True,1
Joined,join,join,161599,VERB,xcomp,False,0
by,by,by,33133,ADP,agent,True,1
Die,die,die,85120,VERB,pobj,False,0
Another,another,another,13899,DET,det,True,0
Day,Day,day,76257,PROPN,ROOT,False,0
Jaguar,Jaguar,jaguar,160120,PROPN,compound,False,0
XKR,XKR,kr,166212,PROPN,appos,False,0
and,and,and,12285,CCONJ,cc,True,1
More,More,more,193383,ADJ,conj,True,1
