Bwaahaha,Bwaahaha,bahada,26373,PROPN,ROOT,False,0
that,that,that,320639,DET,nsubj,True,0
is,be,be,29345,AUX,relcl,True,0
classic,classic,classic,59387,ADJ,acomp,False,1
Scoreboard,Scoreboard,scoreboard,281263,PROPN,ROOT,False,1
Ended,end,end,99559,VERB,ROOT,False,1
season,season,season,282586,NOUN,dobj,False,1
got,get,get,124419,VERB,auxpass,False,0
rolled,roll,roll,273944,VERB,ROOT,False,1
by,by,by,33133,ADP,agent,True,0
the,the,the,320691,DET,det,True,0
team,team,team,317482,NOUN,pobj,False,0
that,that,that,320639,DET,nsubj,True,0
lost,lose,lose,175338,VERB,relcl,False,0
to,to,to,324862,ADP,prep,True,0
isu,isu,is,158524,VERB,pobj,False,0
Husker,husker,husker,145352,NOUN,compound,False,1
fan,fan,fan,109645,NOUN,ROOT,False,0
