Vance,Vance,vance,356932,PROPN,compound,False,0
Breshears,Breshears,behears,30800,PROPN,nsubj,False,1
Jeff,Jeff,jeff,160757,PROPN,compound,False,0
Otero,Otero,boterol,38709,PROPN,appos,False,0
and,and,and,12285,CCONJ,cc,True,0
Cathy,Cathy,cathy,49699,PROPN,compound,False,0
Hutchison,Hutchison,atchison,22443,PROPN,conj,False,1
are,be,be,29345,AUX,aux,True,0
speaking,speak,speak,298684,VERB,ROOT,False,0
at,at,at,22372,ADP,prep,True,0
WFX,WFX,wf,364331,PROPN,pobj,False,0
in,in,in,149313,ADP,prep,True,0
Atlanta,Atlanta,atlanta,22651,PROPN,pobj,False,0
next,next,next,199504,ADJ,amod,True,1
week,week,week,363764,NOUN,npadvmod,False,0
If,if,if,146980,SCONJ,mark,True,0
are,be,be,29345,AUX,aux,True,0
planning,plan,plan,238877,VERB,advcl,False,0
to,to,to,324862,PART,aux,True,0
be,be,be,29345,AUX,xcomp,True,0
there,there,there,321216,ADV,advmod,True,0
let,let,let,170875,VERB,ROOT,False,0
know,know,know,165702,VERB,ccomp,False,0
