can,can,can,45964,VERB,aux,True,0
please,please,please,239622,INTJ,intj,True,1
stop,stop,stop,305323,VERB,ROOT,False,1
with,with,with,366582,ADP,prep,True,0
the,the,the,320691,DET,det,True,0
gourd,gourd,gourd,128326,NOUN,amod,False,1
please,please,please,239622,INTJ,pobj,True,1
i,i,i,145455,PRON,nsubj,True,0
was,be,be,29345,AUX,ROOT,True,0
embarrassed,embarrassed,embarrassed,98002,ADJ,acomp,False,1
enough,enough,enough,100831,ADV,advmod,True,0
when,when,when,364637,ADV,advmod,True,0
happened,happen,happen,133505,VERB,advcl,False,0
live,live,live,173931,VERB,advcl,False,0
on,on,on,212644,ADP,prep,True,0
