If,if,if,146980,SCONJ,mark,True,0
are,be,be,29345,AUX,aux,True,0
n't,not,not,208798,PART,neg,True,0
reading,read,read,261551,VERB,advcl,False,1
this,this,this,322217,DET,det,True,0
Marshall,Marshall,marshall,180396,PROPN,compound,False,1
McLuhan,McLuhan,clubhand,60640,PROPN,compound,False,1
blog,blog,blo,36329,NOUN,dobj,False,1
ca,can,can,45964,VERB,aux,True,0
n't,not,not,208798,PART,neg,True,0
really,really,really,261766,ADV,advmod,True,1
understand,understand,understand,339888,VERB,ROOT,False,1
media,medium,medium,182217,NOUN,dobj,False,1
sorry,sorry,sorry,297653,INTJ,intj,False,0
