Leave,leave,leave,169747,VERB,ROOT,False,1
to,to,to,324862,ADP,prep,True,0
obama,obama,abama,81,PROPN,pobj,False,1
to,to,to,324862,PART,aux,True,0
approve,approve,approve,18017,VERB,advcl,False,0
dadt,dadt,dad,76084,NOUN,dobj,False,0
Honestly,honestly,honestly,143395,ADV,advmod,False,0
knew,know,know,165702,VERB,ROOT,False,0
that,that,that,320639,SCONJ,mark,True,0
was,be,be,29345,AUX,aux,True,0
n't,not,not,208798,PART,neg,True,0
going,go,go,127161,VERB,ccomp,False,0
to,to,to,324862,PART,aux,True,0
do,do,do,90528,AUX,xcomp,True,0
as,as,as,20837,SCONJ,mark,True,0
led,lead,lead,169508,VERB,advcl,False,0
to,to,to,324862,PART,aux,True,0
believe,believe,believe,31085,VERB,xcomp,False,1
