Lamar,Lamar,amar,9803,PROPN,nsubj,False,1
Gon,go,go,127161,PROPN,ROOT,False,0
na,to,to,324862,PART,aux,False,0
get,get,get,124419,AUX,xcomp,True,0
some,some,some,297029,DET,det,True,0
tonite,tonite,tonite,325601,NOUN,amod,False,1
huh,huh,huh,144767,INTJ,dobj,False,0
got,get,get,124419,VERB,ROOT,False,0
a,a,a,0,DET,det,True,1
ring,ring,ring,273011,NOUN,dobj,False,1
and,and,and,12285,CCONJ,cc,True,0
the,the,the,320691,DET,det,True,0
win,win,win,365877,NOUN,conj,False,1
So,so,so,295959,ADV,advmod,True,0
might,may,may,177739,VERB,ROOT,True,0
as,as,as,20837,ADV,advmod,True,0
well,well,well,364011,ADV,advmod,True,0
