do,do,do,90528,AUX,aux,True,0
n't,not,not,208798,PART,neg,True,0
see,see,see,283054,VERB,ROOT,True,0
how,how,how,144540,ADV,advmod,True,0
a,a,a,0,DET,det,True,1
pumpkin,pumpkin,pumpkin,256524,NOUN,compound,False,1
patch,patch,patch,227578,NOUN,nsubj,False,1
can,can,can,45964,VERB,aux,True,0
be,be,be,29345,AUX,ccomp,True,0
more,more,more,193383,ADV,advmod,True,0
sincere,sincere,sincere,291363,ADJ,acomp,False,1
than,than,than,320565,SCONJ,prep,True,0
this,this,this,322217,DET,det,True,0
one,one,one,212715,NOUN,pobj,True,0
