Today,today,today,325003,NOUN,npadvmod,False,0
through,through,through,322840,ADP,prep,True,0
Oct,Oct,oct,210910,PROPN,pobj,False,0
get,get,get,124419,AUX,ROOT,True,0
OFF,off,off,211539,ADV,nmod,True,0
select,select,select,283432,ADJ,amod,False,1
StriVectin,StriVectin,striction,306220,PROPN,compound,False,0
Products,product,product,251582,NOUN,dobj,False,1
any,any,any,13086,DET,appos,True,0
RT,RT,rt,275072,PROPN,compound,False,0
THIS,THIS,this,322217,PROPN,ROOT,True,0
Follow,Follow,follow,115989,PROPN,conj,False,0
to,to,to,324862,ADP,prep,True,0
win,win,win,365877,VERB,pobj,False,0
Discovery,Discovery,discovery,87672,PROPN,compound,False,0
Kit,Kit,kit,165157,PROPN,appos,False,0
giveaway,giveaway,giveaway,125695,ADV,ROOT,False,0
