Perfect,perfect,perfect,230579,ADJ,compound,False,0
Uninstaller,Uninstaller,uninstalled,344654,PROPN,compound,False,1
Software,Software,software,296381,PROPN,ROOT,False,1
for,for,for,116301,ADP,prep,True,0
Windows,Windows,windows,366017,PROPN,pobj,False,1
removes,remove,remove,267487,VERB,ROOT,False,1
all,all,all,8522,DET,predet,True,1
those,those,those,322465,DET,det,True,0
hidden,hide,hide,138351,VERB,amod,False,0
files,file,file,112568,NOUN,dobj,False,1
that,that,that,320639,DET,dobj,True,0
do,do,do,90528,AUX,aux,True,1
n't,not,not,208798,PART,neg,True,0
know,know,know,165702,VERB,relcl,False,0
are,be,be,29345,AUX,ccomp,True,1
still,still,still,304511,ADV,advmod,True,0
there,there,there,321216,ADV,advmod,True,0
