RT,RT,rt,275072,PROPN,compound,False,0
RT,RT,rt,275072,PROPN,ROOT,False,0
Rush,rush,rush,275774,NOUN,ROOT,False,0
There,there,there,321216,PRON,expl,True,0
are,be,be,29345,AUX,ROOT,True,0
no,no,no,200529,DET,det,True,1
excuses,excuse,excuse,106913,NOUN,attr,False,1
for,for,for,116301,ADP,mark,True,0
US,US,us,355940,PROPN,compound,True,0
soldiers,soldier,soldier,296558,NOUN,nsubj,False,1
to,to,to,324862,PART,aux,True,0
not,not,not,208798,PART,neg,True,0
have,have,have,134390,AUX,advcl,True,0
the,the,the,320691,DET,det,True,0
ballets,ballet,ballet,26948,NOUN,dobj,False,1
to,to,to,324862,PART,aux,True,0
vote,vote,vote,361409,VERB,relcl,False,1
Where,where,where,364654,ADV,advmod,True,0
is,be,be,29345,AUX,ROOT,True,1
the,the,the,320691,DET,nsubj,True,0
