championLife,championlife,championlike,52370,NOUN,compound,False,0
RT,RT,rt,275072,PROPN,ROOT,False,0
Lakers,Lakers,lakers,167493,PROPN,compound,False,0
game,game,game,121666,NOUN,nsubj,False,1
wo,will,will,365768,VERB,aux,False,0
n't,not,not,208798,PART,neg,True,0
start,start,start,302958,VERB,ROOT,False,0
until,until,until,353020,ADP,mark,True,0
get,get,get,124419,VERB,advcl,True,0
those,those,those,322465,DET,det,True,0
rings,ring,ring,273011,NOUN,dobj,False,1
right,right,right,272806,ADJ,advmod,False,0
See,see,see,283054,VERB,ROOT,True,0
at,at,at,22372,ADP,prep,True,0
