Anything,anything,anything,13370,PRON,ROOT,True,0
Want,want,want,362465,VERB,relcl,False,1
Mary,Mary,mary,180034,PROPN,compound,False,1
J,J,j,159797,PROPN,dobj,False,0
Blige,Blige,oblige,210202,PROPN,compound,False,1
ft,ft,ft,119704,ADP,compound,False,0
Busta,Busta,bust,43520,PROPN,compound,False,0
Rhymes,Rhymes,rhymes,271963,PROPN,ROOT,False,1
Gyptian,Gyptian,egyptian,96209,PROPN,conj,False,1
New,New,new,199367,PROPN,compound,False,1
Single,Single,single,291702,PROPN,appos,False,1
PLS,PLS,pals,224182,PROPN,compound,False,0
RT,RT,rt,275072,PROPN,ROOT,False,0
OYE,OYE,oyer,211806,PROPN,ROOT,False,0
