do,do,do,90528,AUX,aux,True,0
n't,not,not,208798,PART,neg,True,0
know,know,know,165702,VERB,ROOT,False,0
why,why,why,364728,ADV,ccomp,True,0
but,but,but,43550,CCONJ,cc,True,0
feel,feel,feel,110884,VERB,ROOT,False,1
crummy,crummy,crummy,74194,ADJ,acomp,False,1
Trying,try,try,329065,VERB,ROOT,False,0
to,to,to,324862,PART,aux,True,0
lift,lift,lift,171950,VERB,xcomp,False,1
spirits,spirit,spirit,300099,NOUN,dobj,False,0
with,with,with,366582,ADP,prep,True,0
moonlit,moonlit,moonlit,193077,ADJ,compound,False,1
walk,walk,walk,362193,NOUN,pobj,False,1
