Can,Can,can,45964,VERB,aux,True,0
Boston,Boston,boston,38634,PROPN,nsubj,False,0
Miami,Miami,miami,185632,PROPN,conj,False,0
BOTH,BOTH,both,38714,PROPN,appos,True,0
lose,lose,lose,175338,VERB,ROOT,False,0
tonight,tonight,tonight,325593,NOUN,npadvmod,False,1
'd,'d,d,75936,VERB,aux,True,0
like,like,like,172172,VERB,ROOT,False,0
that,that,that,320639,DET,dobj,True,0
RT,RT,rt,275072,PROPN,ROOT,False,0
Miami,Miami,miami,185632,PROPN,ROOT,False,0
playing,play,play,238701,VERB,acl,False,0
zone,zone,zone,369696,NOUN,compound,False,1
defense,defense,defense,79203,NOUN,dobj,False,1
Lebron,Lebron,oleron,212117,PROPN,nsubj,False,0
ca,can,can,45964,VERB,aux,True,0
n't,not,not,208798,PART,neg,True,0
do,do,do,90528,AUX,ROOT,True,0
something,something,something,297061,PRON,dobj,True,0
man,man,man,178862,NOUN,appos,False,0
to,to,to,324862,PART,prep,True,0
man,man,man,178862,VERB,pobj,False,0
eh,eh,eh,96311,INTJ,intj,False,0
