Get,get,get,124419,AUX,ROOT,True,0
out,out,out,216108,SCONJ,prep,True,0
of,of,of,211535,ADP,prep,True,0
the,the,the,320691,DET,det,True,0
gross,gross,gross,130231,ADJ,amod,False,1
weather,weather,weather,363591,NOUN,pobj,False,1
and,and,and,12285,CCONJ,cc,True,0
come,come,come,63721,VERB,conj,False,0
tour,tour,tour,326625,NOUN,compound,False,0
Stadium,Stadium,stadium,302267,PROPN,compound,False,1
View,View,view,359574,PROPN,dobj,False,0
have,have,have,134390,AUX,ROOT,True,0
some,some,some,297029,DET,det,True,0
great,great,great,129442,ADJ,amod,False,0
spaces,space,space,298142,NOUN,dobj,False,0
available,available,available,24569,ADJ,amod,False,0
and,and,and,12285,CCONJ,cc,True,0
would,would,would,367745,VERB,aux,True,0
love,love,love,175534,VERB,conj,False,0
to,to,to,324862,PART,aux,True,0
help,help,help,135801,VERB,xcomp,False,0
secure,secure,secure,282930,VERB,ccomp,False,0
