Lmao,Lmao,lao,168251,PROPN,ROOT,False,0
wild,wild,wild,365686,ADJ,amod,False,0
RT,RT,rt,275072,PROPN,npadvmod,False,0
As,as,as,20837,SCONJ,ROOT,True,0
a,a,a,0,DET,det,True,0
mixed,mixed,mixed,190698,ADJ,amod,False,0
child,child,child,54285,NOUN,pobj,False,0
use,use,use,355958,VERB,relcl,False,0
to,to,to,324862,PART,aux,True,0
call,call,call,45246,VERB,xcomp,True,1
mom,mom,mom,191625,NOUN,dobj,False,0
a,a,a,0,DET,det,True,0
nigga,nigga,niggra,199896,NOUN,oprd,False,0
just,just,just,162503,ADV,advmod,True,0
cus,cus,acus,3365,NOUN,ROOT,False,0
could,could,could,70511,VERB,aux,True,0
never,never,never,199350,ADV,neg,True,0
say,say,say,276740,VERB,ROOT,True,0
back,back,back,25705,ADV,advmod,True,0
and,and,and,12285,CCONJ,cc,True,0
would,would,would,367745,VERB,aux,True,0
b,b,b,25416,VERB,ROOT,False,0
mad,mad,mad,177147,ADJ,dobj,False,1
too,too,too,325685,ADV,advmod,True,0
lmao,lmao,lao,168251,PROPN,ROOT,False,0
