why,why,why,364728,ADV,advmod,True,0
did,do,do,90528,AUX,aux,True,0
add,add,add,3502,VERB,ROOT,False,1
urban,urban,urban,355378,ADJ,amod,False,0
league,league,league,169589,NOUN,dobj,False,0
to,to,to,324862,ADP,prep,True,0
Cleveland,Cleveland,cleveland,59868,PROPN,pobj,False,0
miss,miss,miss,189987,VERB,ROOT,False,0
ms,ms,ms,194481,PROPN,dep,False,0
Jenkins,Jenkins,jenkin,160857,PROPN,nsubj,False,1
being,be,be,29345,AUX,ccomp,True,0
with,with,with,366582,ADP,prep,True,0
everyday,everyday,everyday,106161,ADV,advmod,False,0
