the,the,the,320691,DET,det,True,0
one,one,one,212715,NOUN,ROOT,True,0
said,say,say,276740,VERB,relcl,False,1
was,be,be,29345,AUX,aux,True,0
gon,go,go,127161,VERB,ccomp,False,0
na,to,to,324862,PART,aux,False,0
make,make,make,178090,VERB,xcomp,True,1
the,the,the,320691,DET,det,True,0
one,one,one,212715,NOUN,ROOT,True,0
i,i,i,145455,PRON,nsubj,True,1
bought,buy,buy,42353,VERB,relcl,False,1
everything,everything,everything,106171,PRON,dobj,True,0
for,for,for,116301,ADP,prep,True,0
and,and,and,12285,CCONJ,cc,True,0
have,have,have,134390,AUX,aux,True,0
been,be,be,29345,AUX,aux,True,0
waiting,wait,wait,362072,VERB,conj,False,1
for,for,for,116301,ADP,prep,True,0
