just,just,just,162503,ADV,advmod,True,0
became,become,become,29882,VERB,ROOT,True,0
the,the,the,320691,DET,det,True,0
mayor,mayor,mayor,177965,NOUN,attr,False,0
of,of,of,211535,ADP,prep,True,0
Off,Off,off,211539,PROPN,pcomp,True,0
th,th,th,320421,PROPN,prep,False,0
Saks,Saks,sacks,276317,PROPN,compound,False,1
Fifth,Fifth,fifth,112407,PROPN,compound,False,0
Avenue,Avenue,avenue,24663,PROPN,compound,False,1
Outlet,Outlet,outlet,216930,PROPN,pobj,False,1
on,on,on,212644,ADV,advmod,True,0
