Nah,Nah,nach,196451,PROPN,ROOT,False,1
that,that,that,320639,SCONJ,det,True,1
tyrone,tyrone,tyrone,324550,NOUN,compound,False,1
biggems,biggem,bigged,33722,VERB,ROOT,False,1
RT,RT,rt,275072,PROPN,ROOT,False,0
TIME,TIME,time,323746,PROPN,ROOT,False,0
THE,the,the,320691,DET,det,True,0
FUCK,FUCK,fuck,119742,PROPN,ROOT,False,0
OUT,out,out,216108,ADV,ROOT,True,0
DID,do,do,90528,VERB,ROOT,True,0
JUST,just,just,162503,ADV,advmod,True,0
SEE,see,see,283054,VERB,ROOT,True,0
TYRONE,tyrone,tyrone,324550,NOUN,compound,False,0
LUE,lue,lue,175925,NOUN,dobj,False,0
ON,on,on,212644,ADP,prep,True,0
THE,the,the,320691,DET,det,True,0
BENCH,BENCH,bench,31463,NOUN,pobj,False,0
