so,so,so,295959,ADV,cc,True,0
where,where,where,364654,ADV,advmod,True,0
did,do,do,90528,AUX,aux,True,0
find,find,find,112884,VERB,ROOT,False,1
homie,homie,homier,142918,NOUN,dobj,False,0
in,in,in,149313,ADP,prep,True,0
video,video,video,359514,NOUN,pobj,False,0
because,because,because,29780,SCONJ,mark,True,0
is,be,be,29345,AUX,advcl,True,0
just,just,just,162503,ADV,advmod,True,0
too,too,too,325685,ADV,advmod,True,0
much,much,much,194510,ADJ,acomp,True,0
for,for,for,116301,ADP,prep,True,0
life,life,life,171890,NOUN,pobj,False,0
yumm,yumm,yummy,159681,INTJ,ROOT,False,0
btw,btw,bt,41899,ADV,nsubj,False,0
love,love,love,175534,VERB,ROOT,False,1
the,the,the,320691,DET,det,True,0
video,video,video,359514,NOUN,dobj,False,0
