omg,omg,mg,185606,INTJ,ROOT,False,0
ran,run,run,275612,VERB,ROOT,False,0
into,into,into,156343,ADP,prep,True,0
Kim,Kim,kim,164704,PROPN,compound,False,0
Kardashian,Kardashian,karmathian,163241,PROPN,amod,False,1
times,time,time,323746,NOUN,pobj,False,0
Next,next,next,199504,ADJ,amod,True,0
time,time,time,323746,NOUN,npadvmod,False,0
do,do,do,90528,AUX,aux,True,0
get,get,get,124419,AUX,ROOT,True,0
an,an,an,11448,DET,det,True,0
autograph,autograph,autograph,24079,NOUN,dobj,False,1
for,for,for,116301,ADP,dative,True,0
