can,can,can,45964,VERB,aux,True,0
beat,beat,beat,29590,VERB,ROOT,False,0
the,the,the,320691,DET,det,True,0
crap,crap,crap,72160,NOUN,dobj,False,1
out,out,out,216108,SCONJ,prep,True,0
of,of,of,211535,ADP,prep,True,0
anytime,anytime,anytime,13374,ADV,advmod,False,0
break,break,break,40228,VERB,advcl,False,0
something,something,something,297061,PRON,dobj,True,0
Love,love,love,175534,VERB,ROOT,False,0
and,and,and,12285,CCONJ,cc,True,0
get,get,get,124419,AUX,conj,True,0
well,well,well,364011,ADJ,acomp,True,0
soon,soon,soon,297339,ADV,advmod,False,0
