Forgiveness,forgiveness,forgiveness,117248,NOUN,nsubjpass,False,1
can,can,can,45964,VERB,aux,True,0
not,not,not,208798,PART,neg,True,0
be,be,be,29345,AUX,auxpass,True,0
given,give,give,125692,VERB,ROOT,False,0
for,for,for,116301,ADP,dative,True,0
those,those,those,322465,DET,pobj,True,0
who,who,who,365278,PRON,nsubj,True,0
choose,choose,choose,55661,VERB,relcl,False,0
to,to,to,324862,PART,aux,True,0
use,use,use,355958,VERB,xcomp,False,0
Comic,Comic,comic,63816,PROPN,compound,False,0
Sans,Sans,sans,278013,PROPN,dobj,False,0
in,in,in,149313,ADP,prep,True,0
a,a,a,0,DET,det,True,0
business,business,business,43481,NOUN,compound,False,0
web,web,web,363659,NOUN,compound,False,0
application,application,application,17811,NOUN,pobj,False,1
ui,ui,ui,333685,ADV,dep,False,0
fail,fail,fail,109249,VERB,ROOT,False,0
