Home,Home,home,142751,PROPN,compound,False,0
Opener,Opener,opener,213233,PROPN,nsubj,False,0
is,be,be,29345,AUX,ROOT,True,0
days,day,day,76257,NOUN,npadvmod,False,0
away,away,away,24923,ADV,advmod,False,0
Need,need,need,197910,VERB,ROOT,False,0
a,a,a,0,DET,det,True,0
costume,costume,costume,70238,NOUN,dobj,False,0
st,st,st,302135,PROPN,compound,False,0
fans,fan,fan,109645,NOUN,nsubj,False,0
get,get,get,124419,VERB,ROOT,True,0
a,a,a,0,DET,det,True,0
Halloween,Halloween,halloween,132756,PROPN,nmod,False,0
black,black,black,35431,ADJ,amod,False,1
orange,orange,orange,213944,PROPN,conj,False,0
yth,yth,byth,35194,PROPN,compound,False,0
jersey,jersey,jersey,160973,PROPN,compound,False,0
http,http,hatt,134258,PROPN,dobj,False,0
