are,be,be,29345,AUX,aux,True,0
deleting,delete,delete,80007,VERB,ROOT,False,1
this,this,this,322217,DET,det,True,0
account,account,account,1719,NOUN,dobj,False,0
Please,please,please,239622,INTJ,intj,True,0
follow,follow,follow,115989,VERB,ROOT,False,0
for,for,for,116301,ADP,prep,True,0
all,all,all,8522,DET,det,True,0
StarShine,StarShine,starshine,302951,PROPN,compound,False,0
Magazine,Magazine,magazine,177355,PROPN,npadvmod,False,0
related,relate,relate,266736,VERB,amod,False,0
news,news,news,199421,NOUN,pobj,False,1
Thanks,thank,thank,320604,NOUN,ROOT,False,0
