no,no,no,200529,DET,det,True,1
one,one,one,212715,NOUN,nsubj,True,0
cares,care,care,47901,VERB,ROOT,False,1
people,people,people,230162,NOUN,nsubjpass,False,0
are,be,be,29345,AUX,auxpass,True,0
used,use,use,355958,VERB,ROOT,True,0
to,to,to,324862,ADP,prep,True,0
foolish,foolish,foolish,116114,ADJ,amod,False,0
grabs,grab,grab,128456,NOUN,pobj,False,0
for,for,for,116301,ADP,prep,True,0
attention,attention,attention,23026,NOUN,pobj,False,0
'll,will,will,365768,VERB,aux,True,0
just,just,just,162503,ADV,advmod,True,0
shrug,shrug,shrug,289298,NOUN,ROOT,False,0
