i,i,i,145455,PRON,nmod,True,0
heart,heart,heart,134817,NOUN,poss,False,0
's,'s,s,275971,PART,case,True,0
true,true,true,331515,ADJ,amod,False,0
music,music,music,195981,NOUN,ROOT,False,1
that,that,that,320639,DET,nsubj,True,0
inspires,inspire,inspire,153796,VERB,relcl,False,0
to,to,to,324862,PART,aux,True,0
intake,intake,intake,154193,VERB,xcomp,False,0
beauty,beauty,beauty,29660,NOUN,dobj,False,1
roots,root,root,274303,NOUN,conj,False,0
and,and,and,12285,CCONJ,cc,True,0
willingness,willingness,willingness,365809,NOUN,conj,False,0
to,to,to,324862,PART,aux,True,0
take,take,take,315491,VERB,xcomp,True,0
on,on,on,212644,ADP,prt,True,0
anything,anything,anything,13370,PRON,dobj,True,0
