Sat,Sat,sat,278641,PROPN,compound,False,0
November,November,november,209151,PROPN,nsubj,False,0
ill,ill,ill,147293,ADV,amod,False,0
be,be,be,29345,NOUN,ROOT,True,0
at,at,at,22372,ADP,prep,True,0
Nashville,Nashville,nashville,197124,PROPN,compound,False,0
center,center,center,50830,NOUN,compound,False,0
stage,stage,stage,302294,NOUN,pobj,False,1
for,for,for,116301,ADP,prep,True,0
the,the,the,320691,DET,det,True,0
ice,ice,ice,145963,PROPN,compound,False,0
kream,kream,ream,261803,PROPN,compound,False,1
party,party,party,226988,NOUN,pobj,False,0
for,for,for,116301,ADP,prep,True,0
brother,brother,brother,41578,NOUN,pobj,False,0
's,be,be,29345,AUX,ROOT,True,0
the,the,the,320691,DET,det,True,0
music,music,music,195981,NOUN,compound,False,1
center,center,center,50830,NOUN,compound,False,0
event,event,event,106111,NOUN,compound,False,0
center,center,center,50830,NOUN,attr,False,0
