xnevershoutbrianna,xnevershoutbrianna,universitarian,345142,PROPN,nsubj,False,1
asked,ask,ask,21294,VERB,ROOT,False,1
IM,IM,im,147566,PROPN,compound,False,0
SORRY,SORRY,sorry,297653,PROPN,ccomp,False,0
ITS,its,its,159590,DET,poss,True,0
TEN,ten,ten,318668,NOUN,nummod,True,0
HER,her,her,136846,PRON,ROOT,True,0
AND,and,and,12285,CCONJ,cc,True,0
HAS,have,have,134390,VERB,aux,True,0
SCHOOL,school,school,280423,NOUN,ROOT,False,0
TOMORROW,tomorrow,tomorrow,325475,NOUN,dobj,False,0
AND,and,and,12285,CCONJ,cc,True,0
GOTTA,gotta,gotta,128289,VERB,appos,False,0
TAKE,take,take,315491,VERB,ROOT,True,0
A,a,a,0,DET,det,True,0
SHOWER,shower,shower,289061,NOUN,dobj,False,0
WAIT,wait,wait,362072,NOUN,dep,False,0
WAIT,wait,wait,362072,NOUN,ROOT,False,0
