is,be,be,29345,AUX,ROOT,True,0
bad,bad,bad,26158,ADJ,acomp,False,1
that,that,that,320639,SCONJ,mark,True,0
irks,irk,irk,158036,VERB,ccomp,False,1
when,when,when,364637,ADV,advmod,True,0
hear,hear,hear,134794,VERB,advcl,False,0
people,people,people,230162,NOUN,nsubj,False,0
say,say,say,276740,VERB,ccomp,True,0
ugh,ugh,ugh,333650,NOUN,intj,False,0
'm,be,be,29345,AUX,ROOT,True,0
so,so,so,295959,ADV,advmod,True,0
tired,tired,tired,324484,ADJ,acomp,False,0
just,just,just,162503,ADV,advmod,True,0
think,think,think,321897,VERB,ROOT,False,0
take,take,take,315491,VERB,ccomp,True,0
a,a,a,0,DET,det,True,0
nap,nap,nap,196808,NOUN,dobj,False,0
or,or,or,213904,CCONJ,cc,True,0
suck,suck,suck,309944,VERB,conj,False,0
up,up,up,354457,ADP,prt,True,0
're,be,be,29345,AUX,aux,True,0
darkening,darken,darken,76946,VERB,ROOT,False,0
mood,mood,mood,192988,NOUN,dobj,False,1
