Back,back,back,25705,ADV,advmod,True,0
to,to,to,324862,ADP,prep,True,0
real,real,real,261710,ADJ,amod,False,0
life,life,life,171890,NOUN,pobj,False,0
picking,pick,pick,235851,VERB,pcomp,False,0
up,up,up,354457,ADP,prt,True,0
Camp,Camp,camp,45775,PROPN,compound,False,0
Kern,Kern,kern,164032,PROPN,compound,False,0
fundraiser,fundraiser,fundraise,120187,NOUN,compound,False,1
pizzas,pizza,pizza,238497,NOUN,dobj,False,1
tonight,tonight,tonight,325593,NOUN,npadvmod,False,1
hoping,hope,hope,143674,VERB,advcl,False,0
to,to,to,324862,PART,aux,True,0
start,start,start,302958,VERB,xcomp,False,0
on,on,on,212644,ADP,prep,True,0
bathroom,bathroom,bathroom,29002,NOUN,compound,False,0
tile,tile,tile,323556,NOUN,pobj,False,0
tomorrow,tomorrow,tomorrow,325475,NOUN,npadvmod,False,0
and,and,and,12285,CCONJ,cc,True,0
laundry,laundry,laundry,169175,NOUN,conj,False,0
always,always,always,9710,ADV,advmod,True,0
laundry,laundry,laundry,169175,ADJ,ROOT,False,0
