Yea,yea,yea,146695,NOUN,npadvmod,False,0
saw,see,see,283054,VERB,ROOT,False,0
that,that,that,320639,DET,dobj,True,0
on,on,on,212644,ADP,prep,True,0
dashboard,dashboard,dashboard,77065,NOUN,pobj,False,1
was,be,be,29345,AUX,conj,True,0
like,like,like,172172,INTJ,prep,False,0
whoa,whoa,whoa,365279,INTJ,advmod,False,0
Yes,yes,yes,146918,INTJ,intj,False,0
would,would,would,367745,VERB,aux,True,0
give,give,give,125692,VERB,ROOT,True,0
all,all,all,8522,DET,appos,True,0
away,away,away,24923,ADV,advmod,False,0
to,to,to,324862,ADP,prep,True,0
