favorited,favorite,favorite,110510,VERB,ROOT,False,0
a,a,a,0,DET,det,True,0
YouTube,YouTube,outbeg,216184,PROPN,compound,False,0
video,video,video,359514,NOUN,dobj,False,0
Bailey,Bailey,bailey,26460,PROPN,compound,False,0
Brooks,Brooks,brooks,41523,PROPN,appos,False,1
and,and,and,12285,CCONJ,cc,True,0
Raylene,Raylene,amylene,10522,PROPN,conj,False,0
at,at,at,22372,ADP,prep,True,0
the,the,the,320691,DET,det,True,0
xPeeps,xPeeps,peeps,229061,PROPN,compound,False,0
Smash,Smash,smash,294750,PROPN,compound,False,0
Pictures,Pictures,pictures,236112,PROPN,compound,False,1
p,p,p,222535,NOUN,pobj,False,0
