LOL,lol,lola,174784,INTJ,npadvmod,False,0
actually,actually,actually,3298,ADV,advmod,False,0
're,be,be,29345,AUX,ROOT,True,0
the,the,the,320691,DET,det,True,0
only,only,only,212848,ADJ,amod,True,0
who,who,who,365278,PRON,nsubj,True,0
tweets,tweet,tweet,333246,VERB,relcl,False,1
regularly,regularly,regularly,265879,ADV,advmod,False,0
keep,keep,keep,163579,VERB,ROOT,True,0
up,up,up,354457,ADP,prt,True,0
the,the,the,320691,DET,det,True,0
good,good,good,127869,ADJ,amod,False,0
work,work,work,367468,NOUN,dobj,False,1
was,be,be,29345,AUX,aux,True,0
talking,talk,talk,315639,VERB,ROOT,False,0
about,about,about,756,ADP,prep,True,0
some,some,some,297029,DET,det,True,0
other,other,other,215836,ADJ,amod,True,0
people,people,people,230162,NOUN,pobj,False,0
